amount,inv_num,store_name,inv_date,inv_time,age_range,name
265,INV_E177677BE63B15B2,麥當勞,2025-11-07,23:07:00,"(17, 21]",*雙層麥香雞 / 增加 安格斯牛肉片 / *雙四盎司牛肉堡
50,INV_E177DAC0D8802F9B,麥當勞,2025-10-16,22:15:00,"(17, 21]",藍莓派
224,INV_E19509D131CFAE10,麥當勞,2025-11-14,03:38:00,"(17, 21]",配-六塊豪吃 / 冰紅茶-中 / $2塑膠袋 / 玉米湯-小 / 餐-勁辣雞腿
50,INV_E19FA03F7F921F71,麥當勞,2025-10-23,22:50:00,"(17, 21]",蛋捲冰淇淋 / 大蛋捲冰
265,INV_E1A758CA685E0971,麥當勞,2025-10-24,01:18:00,"(17, 21]",薯條-小_50 / 雞塊20分享盒 / C可樂_小 / 分享配-大薯
374,INV_E1B991AF2F6AAE81,麥當勞,2025-10-22,22:34:00,"(17, 21]",配-經典大薯 / 藍莓派 / 餐-雙四盎司牛 / $2塑膠袋 / 冰紅茶-中 / 加購六塊雞
298,INV_E1BEF04C427706B4,麥當勞,2025-10-26,00:19:00,"(17, 21]",薯條-大 / 配-六塊豪吃 / 餐-二原腿排M / 玉米湯-小
147,INV_E1CC37E25434203A,麥當勞,2025-11-14,01:43:00,"(17, 21]",四塊麥克雞塊 / P06_大薯x2
206,INV_E1D96B0F15DD78E2,麥當勞,2025-11-01,00:13:00,"(17, 21]",玉米湯-小 / 餐-牛炸蝦堡 / 配-經典中薯
182,INV_E1E97A2BDCF7CE85,麥當勞,2025-11-13,23:05:00,"(17, 21]",餐-雙層牛肉 / 冰紅茶-中 / 配-經典中薯 / 加購四雞塊
138,INV_E1EF52B9248AE554,麥當勞,2025-10-18,23:34:00,"(17, 21]",雙層牛肉堡 / 薯條-大
175,INV_E200CAFEBBBE8001,麥當勞,2025-10-31,22:37:00,"(17, 21]",冰紅茶-中 / OREO冰炫風 / 大麥克
157,INV_E20307D7FC2D0F3B,麥當勞,2025-11-12,00:17:00,"(17, 21]",P06_大薯x2 / 冰蜂蜜紅茶
192,INV_E2135BE573267548,麥當勞,2025-10-15,23:11:00,"(17, 21]",配-經典大薯 / 玉米湯-小 / 餐-#(牛)脆薯堡
110,INV_E21801622EE57AAD,麥當勞,2025-10-20,00:36:00,"(17, 21]",玉米湯-大
98,INV_E21CB222EBAD27EC,麥當勞,2025-10-23,01:28:00,"(17, 21]",麥香雞_50 / 四塊麥克雞塊 / C冰紅茶_小
264,INV_E21E73DEE4A4F90F,麥當勞,2025-11-07,01:00:00,"(17, 21]",勁辣雞腿堡 / P02_原腿排x2 / 可樂-中 / *勁辣香雞翅
226,INV_E22689DD83F87AE2,麥當勞,2025-10-28,22:28:00,"(17, 21]",$2塑膠袋 / 玉米湯-大 / 配-經典大薯 / 餐-雙層麥香雞 / 四塊麥克雞塊
185,INV_E227F504535A33F2,麥當勞,2025-10-27,03:00:00,"(17, 21]",藍莓派 / 薯條-大 / C可樂_小 / 原腿/排_69
169,INV_E22EAF90920DB6B6,麥當勞,2025-10-24,22:54:00,"(17, 21]",冰紅茶-中 / 餐-#(牛)脆薯堡 / 配-經典中薯
332,INV_E234D80595B1F177,麥當勞,2025-11-08,22:13:00,"(17, 21]",四塊麥克雞塊 / C冰紅茶_小 / 薯條-大 / P05_辣腿排x2 / C雪碧_小 / 麥香魚_69 / 麥香雞_50
178,INV_E23DFE247E69B019,麥當勞,2025-10-21,23:01:00,"(17, 21]",可樂-中 / 加購四雞塊 / 餐-麥香魚M / 配-經典大薯
230,INV_E242D5DFB7AE080F,麥當勞,2025-10-19,22:01:00,"(17, 21]",冰紅茶-中 / 加購四雞塊 / 餐-#(雞)脆薯堡 / 配-經典大薯
237,INV_E243390CC6DDABD8,麥當勞,2025-11-14,02:03:00,"(17, 21]",MDSC_大薯x2 / MDSC_六塊雞x2 / 歡樂送外送費
59,INV_E249993AE3544EB3,麥當勞,2025-10-16,23:10:00,"(17, 21]",OREO冰炫風
69,INV_E24B3DDCD65FA3E8,麥當勞,2025-10-19,22:50:00,"(17, 21]",冰炫風OR_69 / C冰無糖紅_小
247,INV_E25AF43145BE2D05,麥當勞,2025-10-21,23:49:00,"(17, 21]",配-經典中薯 / 冰紅茶-中 / 加購四雞塊 / 玉米湯-小 / 餐-四盎司牛
154,INV_E270E5256A824C3F,麥當勞,2025-10-30,01:28:00,"(17, 21]",餐-麥香雞 / 玉米湯-小 / 配-六塊豪吃
144,INV_E273A4EC9C18EB23,麥當勞,2025-10-24,22:49:00,"(17, 21]",餐-雙層牛肉 / 玉米湯-小 / 配-經典中薯
245,INV_E27CFA7AEF1ED357,麥當勞,2025-10-30,22:04:00,"(17, 21]",薯條-中 / *勁辣香雞翅 / 六塊麥克雞塊 / 勁辣雞腿堡
50,INV_E285440E33ED3A0A,麥當勞,2025-11-11,23:45:00,"(17, 21]",薯條-小_50 / C冰紅茶_小
263,INV_E286C92081942C23,麥當勞,2025-10-26,02:22:00,"(17, 21]",配-經典大薯 / 雪碧-中 / C零卡可_小 / 餐-六塊雞 / 麥香魚_69 / 加購勁辣翅
66,INV_E28DA407A53CF7CA,麥當勞,2025-10-19,23:08:00,"(17, 21]",薯條-大
326,INV_E29B3AE2558E88A0,麥當勞,2025-10-15,22:28:00,"(17, 21]",冰綠茶-中 / 餐-六塊雞 / 加購六塊雞 / 配-經典中薯 / @盲盒
90,INV_E2B255CCD6674C2B,麥當勞,2025-11-06,23:10:00,"(17, 21]",蛋捲冰淇淋 / 雙層牛肉堡
141,INV_E2C7C7BBC2DB0EC5,麥當勞,2025-10-22,01:46:00,"(17, 21]",可樂-小 / HM-四塊雞 / HM配-小薯條 / C綠茶_小 / $2塑膠袋 / 勁辣翅_50
133,INV_E2C9C2AF9D893B17,麥當勞,2025-10-20,22:20:00,"(17, 21]",餐-六塊雞 / 配-經典中薯 / 冰紅茶-中
109,INV_E2D0B4B3D1ECFA43,麥當勞,2025-10-28,00:19:00,"(17, 21]",藍莓派 / OREO冰炫風
230,INV_E2D88DBF2C03064B,麥當勞,2025-10-22,23:05:00,"(17, 21]",冰紅茶-中 / 麥香雞 / 玉米湯-小 / 薯條-中 / *勁辣香雞翅
224,INV_E2E113B34066778B,麥當勞,2025-10-18,02:48:00,"(17, 21]",配-經典中薯 / 藍莓派 / 冰紅茶-中 / 餐-十塊雞
323,INV_E2EBBEAAD83FCCDE,麥當勞,2025-11-02,22:52:00,"(17, 21]",冰紅茶-中 / 六塊雞_69 / C綠茶_小 / 加購勁辣翅 / 二原腿排餐 / 配-經典大薯 / $2塑膠袋
446,INV_E2F591DC0F373177,麥當勞,2025-11-01,23:21:00,"(17, 21]",玉米湯-小 / 雞塊(20)分享餐 / 歡樂送外送費 / 配-經典大薯 / 雪碧-中 / 分享配-大薯 / 餐-大麥克M
69,INV_E31A17DC8CFE19F1,麥當勞,2025-10-29,23:43:00,"(17, 21]",辣腿/排_69 / C零卡可_小
207,INV_E31BA45250859C43,麥當勞,2025-10-27,02:33:00,"(17, 21]",餐-勁辣雞腿 / 配-六塊豪吃 / *冰蜂蜜奶茶
603,INV_E33C65DCF67BF833,麥當勞,2025-11-14,23:46:00,"(17, 21]",選-牛炸蝦堡 / 分享盒_期間限定 / 玉米湯-小 / 選-雞炸蝦堡 / 薯條-中 / 二中可樂_1送1 / 分享配-大薯
192,INV_E340B472F3D7A6AB,麥當勞,2025-11-14,02:20:00,"(17, 21]",餐-麥香魚 / 加購六塊雞 / 配-經典大薯 / 可樂-中
117,INV_E3445E187116379D,麥當勞,2025-11-04,23:52:00,"(17, 21]",麥克雙牛_69 / 四塊麥克雞塊 / C可樂_小
257,INV_E35402F641D154AF,麥當勞,2025-11-11,23:26:00,"(17, 21]",P06_大薯x2 / OREO冰炫風 / P03_六塊雞x2
201,INV_E35738968C34653B,麥當勞,2025-11-13,22:25:00,"(17, 21]",零卡可-中 / 餐-雞炸蝦堡 / $2塑膠袋 / 配-經典中薯
244,INV_E35924F2FB2AA5F6,麥當勞,2025-10-22,22:08:00,"(17, 21]",餐-六塊雞 / 配-經典大薯 / 餐-勁辣雞腿 / 玉米湯-大
48,INV_E359D0B5F5597889,麥當勞,2025-10-27,00:05:00,"(17, 21]",四塊麥克雞塊
280,INV_E389F0B5A6528BF2,麥當勞,2025-10-24,03:15:00,"(17, 21]",零卡可-中 / 勁辣雞腿堡 / 薯條-大 / 藍莓派 / 四塊麥克雞塊
276,INV_E393E58EBC9BFC51,麥當勞,2025-10-22,22:03:00,"(17, 21]",加購藍莓派 / 配-經典大薯 / 餐-大麥克 / 玉米湯-大 / C冰紅茶_小 / 勁辣翅_50
215,INV_E39B217D40D80150,麥當勞,2025-11-15,23:06:00,"(17, 21]",OREO冰炫風 / 玉米湯-大 / 餐-雙層牛肉 / $2塑膠袋 / 配-經典中薯
173,INV_E39EEBE24AD3D92D,麥當勞,2025-10-16,22:18:00,"(17, 21]",麥克雙牛_69 / 六塊麥克雞塊 / C綠茶_小 / 漢堡
257,INV_E3A45544657C61A7,麥當勞,2025-11-04,23:42:00,"(17, 21]",二辣腿排餐 / 配-經典中薯 / 加購六塊雞 / 玉米湯-小
33,INV_E3A6FE4A901F6401,麥當勞,2025-10-31,22:19:00,"(17, 21]",可樂-小
320,INV_E3AA4334A61498A9,麥當勞,2025-10-28,01:36:00,"(17, 21]",C可樂_小 / 餐-雙層牛肉 / 薯條-小_50 / 四塊麥克雞塊 / OREO冰炫風 / 配-辣腿/排 / 玉米湯-小
148,INV_E3C53FC056501F12,麥當勞,2025-10-16,22:02:00,"(17, 21]",冰紅茶-中 / 餐-嫩煎雞腿 / 配-經典中薯
117,INV_E3D08CE1FFAD688E,麥當勞,2025-10-29,00:59:00,"(17, 21]",套餐鮮乳 / 餐-麥香魚 / 配-經典中薯
66,INV_E3D0B091F6F87034,麥當勞,2025-10-25,22:29:00,"(17, 21]",薯條-大
198,INV_E3D4D077DAB3EFE8,麥當勞,2025-11-05,22:45:00,"(17, 21]",P03_六塊雞x2 / P06_大薯x2
150,INV_E3DFB4EAC13F8E80,麥當勞,2025-10-29,22:57:00,"(17, 21]",配-經典中薯 / 玉米湯-大 / 餐-六塊雞
238,INV_E3E7BD2F922241D4,麥當勞,2025-10-31,23:25:00,"(17, 21]",玉米湯-小 / 配-六塊豪吃 / 餐-雙四盎司牛
203,INV_E3E8E8C743A44EDA,麥當勞,2025-11-10,23:12:00,"(17, 21]",#(雞)炸蝦堡 / 冰炫風OR_69 / C冰紅茶_小
233,INV_E3F5BB869137629F,麥當勞,2025-11-01,23:42:00,"(17, 21]",配-六塊豪吃 / 餐-牛炸蝦堡 / 可樂-中
109,INV_E40F983DA7B6F34F,麥當勞,2025-10-23,22:03:00,"(17, 21]",OREO冰炫風 / 藍莓派
552,INV_E422DB3917F6BF0C,麥當勞,2025-10-26,22:09:00,"(17, 21]",辣6腿排分享盒 / 二冰焦糖奶茶_1送1 / 分享配-大薯 / 漢堡
246,INV_E424FAC119F10BD4,麥當勞,2025-10-18,22:13:00,"(17, 21]",雙層牛肉堡 / 配-原腿/排 / 餐-雙層牛肉 / 可樂-中 / 蛋捲冰淇淋
140,INV_E42E2EC9A3B94FFD,麥當勞,2025-11-10,22:56:00,"(17, 21]",玉米湯-小 / 配-經典中薯 / 餐-六塊雞
98,INV_E445CFAE3341D5B8,麥當勞,2025-10-22,22:23:00,"(17, 21]",麥香雞 / 薯條-中
352,INV_E4572FDA49A91AE0,麥當勞,2025-11-01,01:45:00,"(17, 21]",冰焦糖奶茶 / 加購辣腿/排 / 薯條-中 / 配-經典大薯 / 餐-勁辣雞腿 / 玉米湯-小
199,INV_E46394BDEF53DBAC,麥當勞,2025-10-28,01:33:00,"(17, 21]",配-六塊豪吃 / 加購四雞塊 / 玉米湯-小 / 餐-麥香雞
76,INV_E46C2066128C370D,麥當勞,2025-10-26,00:29:00,"(17, 21]",薯條-小 / 蛋捲冰淇淋
192,INV_E47EF3D49FEC5894,麥當勞,2025-10-25,23:41:00,"(17, 21]",冰紅茶-小 / 薯條-大 / 玉米湯-小 / 四塊麥克雞塊
69,INV_E483123655150C9C,麥當勞,2025-11-01,22:32:00,"(17, 21]",D蛋捲冰淇淋 / OREO冰炫風
176,INV_E4836AE0105FD9C7,麥當勞,2025-10-30,22:04:00,"(17, 21]",四塊麥克雞塊 / 大麥克 / 薯條-中
200,INV_E494DCF8417403EE,麥當勞,2025-11-06,02:44:00,"(17, 21]",P03_六塊雞x2 / $2塑膠袋 / P06_大薯x2
213,INV_E4AE15E5C4B04D6F,麥當勞,2025-11-05,23:12:00,"(17, 21]",四塊麥克雞塊 / 大麥克 / 可樂-中 / *勁辣香雞翅
162,INV_E4B2150A12225210,麥當勞,2025-10-26,22:39:00,"(17, 21]",餐-勁辣雞腿 / 配-辣腿/排 / 冰紅茶-中
246,INV_E4B3A1213163F3C3,麥當勞,2025-10-29,23:49:00,"(17, 21]",薯條-小 / 配-原腿/排 / 餐-BLT牛肉堡 / 冰紅茶-中
282,INV_E4BAB739CA1E6E11,麥當勞,2025-10-21,00:11:00,"(17, 21]",*勁辣香雞翅 / 配-經典大薯 / 玉米湯-小 / 加購四雞塊 / 餐-麥香魚M / 四塊麥克雞塊
168,INV_E4DEC1F1C9276D5B,麥當勞,2025-11-11,00:11:00,"(17, 21]",P06_大薯x2 / C零卡可_小 / 麥香魚_69
134,INV_E4E4ADC6A0EF3C3B,麥當勞,2025-11-09,22:17:00,"(17, 21]",#(牛)炸蝦堡
207,INV_E4F3E1FE5EFC0BC1,麥當勞,2025-10-15,23:55:00,"(17, 21]",二辣腿排餐 / 配-經典大薯 / 冰紅茶-中
66,INV_E4F9ECCCAC551405,麥當勞,2025-10-17,23:43:00,"(17, 21]",薯條-大
334,INV_E4FAA98C2362797F,麥當勞,2025-10-28,22:49:00,"(17, 21]",薯條-中 / 冰綠茶-小 / 大麥克 / 玉米湯-小 / 勁辣雞腿堡 / 四塊麥克雞塊
104,INV_E5074FF39A35AE51,麥當勞,2025-10-18,23:49:00,"(17, 21]",OREO冰炫風 / 玉米湯-小
270,INV_E5087E0A33E2945A,麥當勞,2025-10-24,00:51:00,"(17, 21]",餐-四盎司牛 / 配-經典中薯 / 餐-六塊雞 / 玉米湯-小 / 可樂-中
256,INV_E516EF1EA9AB2BB3,麥當勞,2025-11-03,22:04:00,"(17, 21]",*冰蜂蜜奶茶 / 配-六塊豪吃 / 餐-帕瑪森牛肉堡
211,INV_E5210E20A4FC92A9,麥當勞,2025-11-14,22:47:00,"(17, 21]",餐-勁辣雞腿 / 冰紅茶-中 / 六塊麥克雞塊 / 配-經典中薯
50,INV_E52E69AE82DC331D,麥當勞,2025-10-29,01:05:00,"(17, 21]",麥香雞_50 / C雪碧_小
153,INV_E53E59F917F821A0,麥當勞,2025-11-02,23:17:00,"(17, 21]",餐-雙層牛肉 / 冰紅茶-中 / 配-經典大薯
206,INV_E547A3BB8C027A82,麥當勞,2025-10-23,22:26:00,"(17, 21]",藍莓派 / 餐-六塊雞 / 玉米湯-小 / 配-經典大薯
189,INV_E54BECC22A728BFF,麥當勞,2025-11-03,03:25:00,"(17, 21]",薯條-大 / 六塊麥克雞塊 / 玉米湯-大
347,INV_E54C1D05E95EB2D0,麥當勞,2025-10-23,23:03:00,"(17, 21]",薯條-大 / 勁辣雞腿堡 / 四塊麥克雞塊 / 辣腿/排 / 可樂-中 / *勁辣香雞翅
266,INV_E5537662B422B01D,麥當勞,2025-11-03,01:17:00,"(17, 21]",可樂-中 / 餐-六塊雞 / 加購勁辣翅 / 配-經典中薯 / 玉米湯-小 / 配-經典大薯
198,INV_E55762EC32819C12,麥當勞,2025-11-09,23:09:00,"(17, 21]",配-經典中薯 / 餐-雙層牛肉 / $2塑膠袋 / 可樂-中 / 加購六塊雞
240,INV_E57007FDF7FB4CE9,麥當勞,2025-10-18,00:02:00,"(17, 21]",勁辣翅_50 / 可樂-中 / 餐-六塊雞 / 配-經典中薯 / C可樂_小 / 玉米湯-大 / $2塑膠袋
248,INV_E575A0F441B953C6,麥當勞,2025-11-06,23:24:00,"(17, 21]",P05_辣腿排x2 / P01_四盎司牛x2
76,INV_E593BBFE04DAD4FB,麥當勞,2025-10-23,23:14:00,"(17, 21]",可樂-中 / 雪碧-中
127,INV_E599916F1265418E,麥當勞,2025-11-09,22:41:00,"(17, 21]",OREO冰炫風 / 六塊麥克雞塊
69,INV_E5A31425FB468C9D,麥當勞,2025-10-18,23:59:00,"(17, 21]",C零卡可_小 / 麥克雙牛_69
149,INV_E5A984D02D454A3B,麥當勞,2025-11-12,23:05:00,"(17, 21]",P01_四盎司牛x2
149,INV_E5AA07701D6A23D4,麥當勞,2025-11-06,23:35:00,"(17, 21]",薯條-小 / 十塊麥克雞塊
298,INV_E5AA713523BD094D,麥當勞,2025-10-24,22:38:00,"(17, 21]",配-經典中薯 / 加購藍莓派 / 歡樂送外送費 / 四塊麥克雞塊 / 玉米湯-小 / 餐-嫩煎雞腿M
625,INV_E5B0D44699BA6A3B,麥當勞,2025-10-23,22:29:00,"(17, 21]",雙倍OR冰炫風 / 餐-四盎司牛 / 藍莓派 / 玉米湯-大 / 配-經典大薯 / 餐-勁辣雞腿 / 雪碧-中 / 配-經典中薯 / 十塊麥克雞塊 / 加購辣腿/排
325,INV_E5BB4B0B75C72F6A,麥當勞,2025-10-26,23:53:00,"(17, 21]",玉米湯-大 / 餐-雙層牛肉 / 配-經典中薯 / 加購四雞塊 / 二原腿排
435,INV_E5BC0D4D803E100F,麥當勞,2025-10-27,22:07:00,"(17, 21]",餐-*帕瑪森雞腿堡 / 配-經典中薯 / 配-六塊豪吃 / 可樂-中 / 加購藍莓派 / 餐-雙四盎司牛
204,INV_E5CA78EC6A19CAED,麥當勞,2025-10-19,00:15:00,"(17, 21]",玉米湯-大 / 配-經典大薯 / 餐-起司三牛堡 / $2塑膠袋
167,INV_E5E8821DB3D94179,麥當勞,2025-11-08,03:30:00,"(17, 21]",P06_大薯x2 / 六塊麥克雞塊
588,INV_E5E9FB5043491AD1,麥當勞,2025-11-12,23:56:00,"(17, 21]",歡樂送外送費 / 雞塊(20)分享餐 / 加購蘋果派 / 冰紅茶-中 / 餐-麥香魚M / 可樂-中 / 玉米湯-小 / 勁辣雞腿堡 / 配-辣腿/排 / 分享配-大薯
167,INV_E5EA35F5C8FD9E2C,麥當勞,2025-10-24,22:43:00,"(17, 21]",餐-六塊雞 / 蛋捲冰淇淋 / 冰紅茶-中 / 配-經典大薯
40,INV_E5F2B3B4795B6B04,麥當勞,2025-11-14,22:05:00,"(17, 21]",薯條-小
352,INV_E5FCF4541B331CFB,麥當勞,2025-10-18,03:37:00,"(17, 21]",四塊麥克雞塊 / C綠茶_小 / 藍莓派 / 麥香雞_50 / #(雞)脆薯堡
341,INV_E6028E671A38F0C8,麥當勞,2025-10-25,23:15:00,"(17, 21]",$2塑膠袋 / *雙四盎司牛肉堡 / 四塊麥克雞塊 / 增加 安格斯牛肉片 / 冰紅茶-中 / 薯條-大
55,INV_E613D4E6618464EA,麥當勞,2025-11-07,00:08:00,"(17, 21]",玉米湯-大
259,INV_E614321DA670D8B2,麥當勞,2025-10-30,01:34:00,"(17, 21]",加購四雞塊 / 配-經典大薯 / 玉米湯-小 / 二辣腿排餐
324,INV_E61F9620C3BF336F,麥當勞,2025-10-19,22:24:00,"(17, 21]",冰焦糖奶茶 / 餐-*帕瑪森雞腿堡 / 餐-麥香魚 / 配-經典中薯 / 加購藍莓派
356,INV_E6245631D8B87355,麥當勞,2025-11-07,22:48:00,"(17, 21]",加購六塊雞 / 配-OREO炫冰 / 蛋捲冰淇淋 / $2塑膠袋 / 冰紅茶-中 / 餐-麥香魚
156,INV_E62759BFA749C566,麥當勞,2025-10-27,23:26:00,"(17, 21]",玉米湯-小 / 餐-六塊雞M / 配-經典大薯
445,INV_E632545438B5F26F,麥當勞,2025-11-15,00:25:00,"(17, 21]",配-經典中薯 / 六塊麥克雞塊 / 餐-雙層牛肉 / 玉米湯-小 / P06_大薯x2 / #(牛)炸蝦堡
259,INV_E63D50947E6F6987,麥當勞,2025-11-10,23:29:00,"(17, 21]",吉事漢堡 / 加購四雞塊 / 配-經典大薯 / 餐-勁辣雞腿 / 玉米湯-小
48,INV_E649D8618697C2FB,麥當勞,2025-10-25,23:08:00,"(17, 21]",四塊麥克雞塊
484,INV_E65138E6239388B3,麥當勞,2025-10-29,22:22:00,"(17, 21]",餐-雞炸蝦堡 / 餐-十塊雞 / $2塑膠袋 / 配-經典中薯 / 玉米湯-小 / 加購辣腿/排 / 配-OREO炫冰 / 雪碧-中
217,INV_E651974501819DD8,麥當勞,2025-10-22,23:10:00,"(17, 21]",加購藍莓派 / 餐-六塊雞 / 配-OREO炫冰 / 冰紅茶-中
314,INV_E6539452DEE085F8,麥當勞,2025-11-15,22:55:00,"(17, 21]",配-經典中薯 / 歡樂送外送費 / 餐-二原腿排M / 冰紅茶-中 / 勁辣雞腿堡
166,INV_E65ECF51DBC5D668,麥當勞,2025-11-13,00:58:00,"(17, 21]",玉米湯-大 / 餐-六塊雞 / 配-經典大薯
215,INV_E6621767DB02AE2B,麥當勞,2025-10-16,22:12:00,"(17, 21]",增加 牛肉片 / 二原腿排 / C零卡可_小 / 麥克雙牛_69
282,INV_E6678E61EA6F6531,麥當勞,2025-11-01,00:07:00,"(17, 21]",玉米湯-大 / 可樂-中 / 配-六塊豪吃 / $2塑膠袋 / 二原腿排餐
116,INV_E6728C71F4C697D8,麥當勞,2025-10-30,22:49:00,"(17, 21]",薯條-大 / 勁辣翅_50 / C冰紅茶_小
371,INV_E697F7BD3C9D3FF3,麥當勞,2025-11-10,22:57:00,"(17, 21]",雙層牛肉堡 / P06_大薯x2 / 薯條-大 / ＃(雞)炸蝦堡
198,INV_E69B15FA3B9A3593,麥當勞,2025-10-22,23:18:00,"(17, 21]",蕈菇牛肉堡 / 薯條-大
48,INV_E69D00F63F38E23A,麥當勞,2025-11-15,00:59:00,"(17, 21]",四塊麥克雞塊
302,INV_E6A470A753A43A99,麥當勞,2025-11-15,22:22:00,"(17, 21]",配-經典大薯 / $2塑膠袋 / 加購蘋果派 / 玉米湯-大 / 餐-雙層牛肉 / 冰紅茶-中 / 餐-麥香魚
2,INV_E6B8EFAEC482779B,麥當勞,2025-11-03,23:51:00,"(17, 21]",$2塑膠袋
271,INV_E6BFDFBDA1345291,麥當勞,2025-10-30,00:16:00,"(17, 21]",配-六塊豪吃 / $2塑膠袋 / 麥香雞 / 餐-BLT牛肉堡 / 冰紅茶-中
48,INV_E6EB25371AAE89A4,麥當勞,2025-10-29,23:17:00,"(17, 21]",四塊麥克雞塊
200,INV_E706E9D2F9CF0236,麥當勞,2025-10-31,22:42:00,"(17, 21]",玉米湯-小 / 二辣腿排餐 / 配-經典中薯 / $2塑膠袋
415,INV_E7135DEC9BD05E20,麥當勞,2025-11-11,00:38:00,"(17, 21]",P01_四盎司牛x2 / P06_大薯x2 / P02_原腿排x2 / A14_冰焦奶1送1
241,INV_E713B7C310DD290A,麥當勞,2025-11-10,22:01:00,"(17, 21]",P03_六塊雞x2 / P06_大薯x2 / 冰綠茶-中
184,INV_E71E4952FA085613,麥當勞,2025-11-07,02:32:00,"(17, 21]",餐-雙層麥香雞 / 玉米湯-小 / 配-六塊豪吃
227,INV_E73AFF3F685CC855,麥當勞,2025-10-19,23:54:00,"(17, 21]",餐-大麥克 / 配-經典大薯 / 薯條-中 / 蛋捲冰淇淋 / 可樂-中
68,INV_E73C286989854B06,麥當勞,2025-10-22,22:10:00,"(17, 21]",六塊麥克雞塊
182,INV_E749F193DBED9178,麥當勞,2025-10-25,00:44:00,"(17, 21]",配-經典中薯 / 加購四雞塊 / 可樂-中 / 餐-雙層牛肉
203,INV_E76A032718EBC843,麥當勞,2025-10-26,01:23:00,"(17, 21]",藍莓派 / 玉米湯-大 / C冰紅茶_小 / 四塊麥克雞塊 / 勁辣翅_50
199,INV_E779AB956FB4EEEF,麥當勞,2025-11-08,22:14:00,"(17, 21]",#(雞)炸蝦堡 / 薯條-中 / 增加 吉事片
379,INV_E780B405A9BB873C,麥當勞,2025-11-08,23:42:00,"(17, 21]",可樂-中 / 配-經典中薯 / $2塑膠袋 / 歡樂送外送費 / 餐-麥香魚M / 餐-勁辣雞腿M / 雪碧-中 / 配-經典大薯 / 餐-麥香雞M
66,INV_E7848CFE1A510530,麥當勞,2025-10-19,01:32:00,"(17, 21]",薯條-大
50,INV_E785D4A2C4A9960B,麥當勞,2025-10-19,00:27:00,"(17, 21]",C零卡可_小 / 大蛋捲_50
284,INV_E7912C69E6DF7034,麥當勞,2025-10-25,22:21:00,"(17, 21]",雪碧-中 / *雙四盎司牛肉堡 / 四塊麥克雞塊 / 薯條-大
50,INV_E791D8677D9012A5,麥當勞,2025-11-14,02:46:00,"(17, 21]",C冰紅茶_小 / 麥香雞_50
68,INV_E79578F7167C2694,麥當勞,2025-11-09,01:58:00,"(17, 21]",六塊麥克雞塊
99,INV_E7A166DE2981A762,麥當勞,2025-11-07,22:09:00,"(17, 21]",P06_大薯x2
66,INV_E7A27EC573406958,麥當勞,2025-10-29,01:41:00,"(17, 21]",薯條-大
69,INV_E7B51C1004169444,麥當勞,2025-11-03,22:08:00,"(17, 21]",麥克雙牛_69 / C可樂_小
40,INV_E7BD2C4A9BB1554C,麥當勞,2025-10-15,23:38:00,"(17, 21]",薯條-小
99,INV_E7C5B0BB377EF0B4,麥當勞,2025-11-09,02:43:00,"(17, 21]",P02_原腿排x2
317,INV_E7C61B556DF08DA1,麥當勞,2025-11-15,23:40:00,"(17, 21]",配-經典中薯 / 玉米湯-小 / 餐-六塊雞 / 餐-牛炸蝦堡 / 冰綠茶-中
195,INV_E7CAFE27C32E6ED8,麥當勞,2025-11-13,22:55:00,"(17, 21]",配-經典中薯 / 玉米湯-小 / 餐-勁辣雞腿 / 加購勁辣翅
191,INV_E7D74C1DB8F65991,麥當勞,2025-10-15,22:01:00,"(17, 21]",冰紅茶-中 / 二原腿排餐 / 配-經典中薯
197,INV_E7D921C8D787E275,麥當勞,2025-11-08,00:24:00,"(17, 21]",四塊麥克雞塊 / C可樂_小 / 勁辣翅_50 / P06_大薯x2
59,INV_E7E40587CC9C6604,麥當勞,2025-10-25,23:19:00,"(17, 21]",OREO冰炫風
199,INV_E7E9B7B601E5CFDD,麥當勞,2025-10-21,22:56:00,"(17, 21]",餐-麥香雞M / 玉米湯-大 / 薯條-中 / 配-辣腿/排
187,INV_E7EE8E613E93A5D6,麥當勞,2025-10-25,00:09:00,"(17, 21]",可樂-中 / 餐-#(牛)脆薯堡 / 蛋捲冰淇淋 / 配-經典中薯
225,INV_E7FA437369ADE584,麥當勞,2025-11-01,23:36:00,"(17, 21]",雪碧-中 / 餐-雙層麥香雞 / 配-OREO炫冰 / 四塊麥克雞塊
250,INV_E7FAA523B33B24F4,麥當勞,2025-11-12,22:09:00,"(17, 21]",*雙四盎司牛肉堡 / 麥香魚 / 薯條-大
242,INV_E802E455CE252AC4,麥當勞,2025-10-27,02:16:00,"(17, 21]",配-經典大薯 / 餐-勁辣雞腿 / *雙層麥香雞 / 冰綠茶-中
163,INV_E804AB783B68EE61,麥當勞,2025-11-11,23:40:00,"(17, 21]",勁辣翅(6) / 可樂-小
50,INV_E8097E1B140B25B1,麥當勞,2025-10-16,22:05:00,"(17, 21]",薯條-中
197,INV_E8162453050B3BDD,麥當勞,2025-11-06,22:02:00,"(17, 21]",嫩煎雞腿堡 / 四塊麥克雞塊 / 薯條-大
38,INV_E818D477E3BE584E,麥當勞,2025-10-26,22:23:00,"(17, 21]",零卡可-中
